country,country_code,product,product_code,quantity
Denmark,DK,"Prepared or preserved meat, offal or blood (excl. sausages and similar products, and meat extracts and juices)",1602.0,551009896
Irish Republic,IE,"Meat of bovine animals, frozen",202.0,550072754
Germany,DE,"Mineral or chemical nitrogenous fertilisers (excl. those in pellet or similar forms, or in packages with a gross weight of <= 10 kg)",3102.0,549270061
Czech Republic,CZ,"Discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices and masters for the production of discs (excl. products of chapter 37)",8523.0,548062268
Germany,DE,"Air conditioning machines comprising a motor-driven fan and elements for changing the temperature and humidity, incl. those machines in which the humidity cannot be separately regulated; parts thereof",8415.0,547255028
Spain,ES,"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical or other physical means under conditions that do not lead to deterioration of the oil, whether or not refined, but not chemically modified",1509.0,546698708
Italy,IT,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat-racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base met",8302.0,545066047
Germany,DE,"Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured forms, or in powder form",7110.0,544724276
Poland,PL,"Electric instantaneous or storage water heaters and immersion heaters; electric space-heating apparatus and soil-heating apparatus; electro-thermic hairdressing apparatus, e.g. hairdryers, hair curlers and curling tong heaters, and hand dryers; electric smoothing irons; other electro-thermic appliances o",8516.0,544714699
Germany,DE,"Tools, interchangeable, for hand tools, whether or not power-operated, or for machine tools ""e.g. for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving"", incl. dies for drawing or extruding metal, and rock-drilling or earth-boring tools",8207.0,542281751
Greece,GR,"Insulated ""incl. enamelled or anodised"" wire, cable ""incl. coaxial cable"" and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",8544.0,542222906
France,FR,"Undenatured ethyl alcohol of an alcoholic strength of >= 80%; ethyl alcohol and other spirits, denatured, of any strength",2207.0,542172803
Germany,DE,"Lifting, handling, loading or unloading machinery, e.g. lifts, escalators, conveyors, teleferics (excl. pulley tackle and hoists, winches and capstans, jacks, cranes of all kinds, mobile lifting frames and straddle carriers, works trucks fitted with a crane, fork-lift trucks and other works trucks fitted",8428.0,540328668
France,FR,Electronic integrated circuits; parts thereof,8542.0,538269241
Italy,IT,"Petroleum oils and oils obtained from bituminous minerals (excl. crude); preparations containing >= 70% by weight of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, n.e.s.; waste oils containing mainly petroleum or bituminous miner",2710.0,537339089
Germany,DE,"Safety glass, toughened ""tempered"", laminated safety glass (excl. multiple-walled insulating units of glass, glasses for spectacles and clock or watch glasses)",7007.0,536049664
Spain,ES,"Petroleum oils and oils obtained from bituminous minerals (excl. crude); preparations containing >= 70% by weight of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, n.e.s.; waste oils containing mainly petroleum or bituminous miner",2710.0,534312875
Germany,DE,"Machinery for working rubber or plastics or for the manufacture of products from these materials, not specified or included elsewhere in this chapter, parts thereof",8477.0,529785385
Sweden,SE,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more persons, motor cars and other motor vehicles principally designed for the transport of persons, motor vehicles for the transport of goods and special purpose motor vehicles of heading 8701 to 8705 (excl. those with",8706.0,527697378
Irish Republic,IE,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents (excl. particle board, whether or not bonded with one or more sheets of fibreboard; laminated wood with a layer of plywood; composite panels with outer layers of fibreboard; paperboard;",4411.0,526426832
Irish Republic,IE,"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other closures, of plastics",3923.0,525837720
Belgium,BE,"Organic surface-active agents (excl. soap); surface-active preparations, washing preparations, incl. auxiliary washing preparations, and cleaning preparations, whether or not containing soap (excl. those of heading 3401)",3402.0,525397161
Irish Republic,IE,"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally with machines of heading 8469 to 8472, n.e.s.",8473.0,525296603
Netherlands,NL,"Lifting, handling, loading or unloading machinery, e.g. lifts, escalators, conveyors, teleferics (excl. pulley tackle and hoists, winches and capstans, jacks, cranes of all kinds, mobile lifting frames and straddle carriers, works trucks fitted with a crane, fork-lift trucks and other works trucks fitted",8428.0,524309237
Netherlands,NL,"Paper and paperboard, coated on one or both sides with kaolin ""China clay"" or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. all other coated pa",4810.0,523722792
Belgium,BE,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials (excl. toy footwear)",6404.0,522410919
Germany,DE,"Cruise ships, excursion boats, ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods",8901.0,521245456
Netherlands,NL,"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other closures, of plastics",3923.0,521074778
Italy,IT,"Spectacles, goggles and the like, corrective, protective or other (excl. spectacles for testing eyesight, contact lenses, spectacle lenses and frames and mountings for spectacles)",9004.0,521008703
Netherlands,NL,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",7210.0,519432362
Czech Republic,CZ,Electronic integrated circuits; parts thereof,8542.0,518762084
Germany,DE,"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and shower preparations, depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.; prepared room deodorisers, whether or not perfumed or having disinfectant properties",3307.0,518160836
Germany,DE,"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical elements and isotopes, and their compounds; mixtures and residues containing these products",2844.0,518014951
Germany,DE,"Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or flavoured or containing added sugar or other sweetening matter, fruits, nuts or cocoa",403.0,517534365
Germany,DE,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excl. rubber accelerators)",3815.0,513820019
Italy,IT,"Tube or pipe fittings ""e.g. couplings, elbows, sleeves"", of iron or steel",7307.0,513509719
Germany,DE,"Electrical lighting or signalling equipment (excl. lamps of heading 8539), windscreen wipers, defrosters and demisters, of a kind used for cycles or motor vehicles; parts thereof",8512.0,512200954
Hungary,HU,"Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, put up in measured doses ""incl. those in the form of transdermal administration"" or in forms or packings for retail sale (excl. goods of heading 3002, 3005 or 3006)",3004.0,511943732
Netherlands,NL,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower, chicory plants and roots (excl. bulbs, tubers and tuberous roots used for human consumption and chicory roots of the variety cichorium intybus sativum)",601.0,510512302
Austria,AT,"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof",8504.0,506976632
Sweden,SE,"Furniture and parts thereof, n.e.s. (excl. seats and medical, surgical, dental or veterinary furniture)",9403.0,504446290
Germany,DE,"Fruit juices, incl. grape must, and vegetable juices, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter",2009.0,503798145
Germany,DE,"Sugar confectionery not containing cocoa, incl. white chocolate",1704.0,502500640
Italy,IT,Parts suitable for use solely or principally with internal combustion piston engine of heading 8407 or 8408,8409.0,501747007
Italy,IT,"Electrical transformers, static converters, e.g. rectifiers, and inductors; parts thereof",8504.0,500756386
Belgium,BE,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",2905.0,500519286
Italy,IT,"Other vegetables prepared or preserved otherwise than by vinegar or acetic acid, not frozen (excl. preserved by sugar, and tomatoes, mushrooms and truffles)",2005.0,500021574
Netherlands,NL,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, incl. radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, control panels and desks, screens, examination or trea",9022.0,499139260
Hungary,HU,"Insulated ""incl. enamelled or anodised"" wire, cable ""incl. coaxial cable"" and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",8544.0,495962511
Netherlands,NL,"Compression-ignition internal combustion piston engine ""diesel or semi-diesel engine""",8408.0,495572961
Czech Republic,CZ,"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excl. medical, surgical, dental or veterinary of heading 9402)",9401.0,495025351
Lithuania,LT,"Mineral or chemical nitrogenous fertilisers (excl. those in pellet or similar forms, or in packages with a gross weight of <= 10 kg)",3102.0,493492797
France,FR,Acyclic hydrocarbons,2901.0,492188798
Belgium,BE,"Prepared or preserved meat, offal or blood (excl. sausages and similar products, and meat extracts and juices)",1602.0,488878164
Spain,ES,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (excl. knitted or crocheted, wind-jackets and similar articles, slips, petticoats and panties, tracksuits, ski suits and swimwear)",6204.0,488177789
France,FR,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps; parts thereof (excl. air conditioning machines of heading 8415)",8418.0,486285751
Belgium,BE,"Air or vacuum pumps (excl. gas compound elevators and pneumatic elevators and conveyors); air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof",8414.0,485639312
Germany,DE,"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls, fresh, chilled or frozen",207.0,484931590
Germany,DE,"Reception apparatus for radio-broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",8527.0,483566604
Netherlands,NL,"Structures and parts of structures ""e.g., bridges and bridge-sections, towers, lattice masts, pillars and columns, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, shutters, balustrades"", of aluminium (excl. prefabricated buildings of heading 9406); plates, rods, pr",7610.0,483147815
Italy,IT,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with or without side-cars; side-cars",8711.0,481803732
Germany,DE,"Machinery, not specified or included elsewhere in this chapter, for the industrial preparation or manufacture of food or drink (other than machinery for the extraction or preparation of animal or fixed vegetable fats or oils); parts thereof",8438.0,481307081
Italy,IT,"Tubes, pipes and hollow profiles ""e.g., open seam or welded, riveted or similarly closed"", of iron or steel (excl. of cast iron, seamless tubes and pipes and tubes having internal and external circular cross-sections and an external diameter of > 406,4 mm)",7306.0,480838622
Irish Republic,IE,"Waters, incl. mineral waters and aerated waters, containing added sugar or other sweetening matter or flavoured, and other non-alcoholic beverages (excl. fruit or vegetable juices and milk)",2202.0,479205248
Netherlands,NL,"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and roadrollers",8429.0,479102824
Germany,DE,"Cigars, cheroots, cigarillos and cigarettes of tobacco or of tobacco substitutes",2402.0,478043240
Netherlands,NL,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled, not clad, plated or coated",7208.0,477435742
Germany,DE,"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2916.0,477130605
Spain,ES,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",7219.0,477093201
Germany,DE,Oxygen-function amino-compounds,2922.0,476033022
Irish Republic,IE,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. scintigraphic apparatus, other electro-medical apparatus and sight-testing instruments, n.e.s.",9018.0,475138443
Germany,DE,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or other organic bonding agents (excl. particle board, whether or not bonded with one or more sheets of fibreboard; laminated wood with a layer of plywood; composite panels with outer layers of fibreboard; paperboard;",4411.0,474851333
France,FR,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by hand (excl. technical drawings and the like of heading 4906, and hand-painted or hand-decorated manufactured articles); collages and similar decorative plaques",9701.0,473963522
Germany,DE,"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines, e.g. ignition magnetos, magneto-dynamos, ignition coils, sparking plugs, glow plugs and starter motors; generators, e.g. dynamos and alternators, and cut-outs of a kind used in",8511.0,473487302
Austria,AT,"Paper and paperboard, coated on one or both sides with kaolin ""China clay"" or other inorganic substances, with or without a binder, and with no other coating, whether or not surface-coloured, surface-decorated or printed, in rolls or in square or rectangular sheets, of any size (excl. all other coated pa",4810.0,472690506
Sweden,SE,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious-metal compounds, of a kind used principally for the recovery of precious metal (excl. waste and scrap melted down into unworked blocks, ingots, or similar forms)",7112.0,472674382
France,FR,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather (excl. orthopaedic footwear, skating boots with ice or roller skates attached, and toy footwear)",6403.0,472477818
Belgium,BE,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated or covered with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes",3005.0,472150507
Irish Republic,IE,"Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness of > 6 mm",4407.0,470830561
Belgium,BE,"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2915.0,470686555
Portugal,PT,"Petroleum oils and oils obtained from bituminous minerals (excl. crude); preparations containing >= 70% by weight of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations, n.e.s.; waste oils containing mainly petroleum or bituminous miner",2710.0,469905105
Germany,DE,"Bars, rods and profiles, of aluminium, n.e.s.",7604.0,466758927
France,FR,"Meat of swine, fresh, chilled or frozen",203.0,466106850
Sweden,SE,"Chemical wood pulp, soda or sulphate (excl. dissolving grades)",4703.0,464666155
Germany,DE,"Electric accumulators, incl. separators therefor, whether or not square or rectangular; parts thereof (excl. spent and those of unhardened rubber or textiles)",8507.0,464279969
Germany,DE,"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (excl. knitted or crocheted, wind-jackets and similar articles, slips, petticoats and panties, tracksuits, ski suits and swimwear)",6204.0,462792063
Portugal,PT,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls or in square or rectangular sheets, of any size, and handmade paper and paperboard (excl. newsprint of heading 4801 and paper of heading 4803)",4802.0,462103352
France,FR,"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical or allied industries, incl. mixtures of natural products, n.e.s.",3824.0,462024381
Belgium,BE,"Meat of swine, fresh, chilled or frozen",203.0,460935269
Italy,IT,"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated signs, illuminated nameplates and the like having a permanently fixed light source, and parts thereof, n.e.s.",9405.0,458663026
Belgium,BE,"Woven pile fabrics and chenille fabrics (excl. terry towelling and similar woven terry fabrics, tufted textile fabrics and narrow woven fabrics of heading 5806)",5801.0,457944261
Sweden,SE,"Iron ores and concentrates, incl. roasted iron pyrites",2601.0,457788665
Netherlands,NL,"Cocoa butter, fat and oil",1804.0,457144470
Italy,IT,"Leather further prepared after tanning or crusting ""incl. parchment-dressed leather"", of bovine ""incl. buffalo"" or equine animals, without hair on, whether or not split (excl. chamois leather, patent leather and patent laminated leather, and metallised leather)",4107.0,457053642
Sweden,SE,"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s.",8431.0,457032667
France,FR,"Polymers of propylene or of other olefins, in primary forms",3902.0,456689395
Sweden,SE,"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability",9021.0,456093156
France,FR,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers, incl. spring washers, and similar articles, of iron or steel (excl. lag screws, stoppers, plugs and the like, threaded)",7318.0,455405734
Sweden,SE,"Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and other articles of heading 7413, electrically insulated wires and strings for musical instruments)",7408.0,453140261
France,FR,"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious metal or of metal clad with precious metal (excl. with backs made of steel)",9101.0,450678982
France,FR,"Tubes, pipes and hollow profiles, seamless, of iron or steel (excl. products of cast iron)",7304.0,449865206
France,FR,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages",3302.0,449125215
Czech Republic,CZ,"New pneumatic tyres, of rubber",4011.0,448492231
Italy,IT,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, e.g., switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and junction boxes, for a voltage <= 1.000 V (excl. control desks, cabinets, panels etc. of heading",8536.0,448031260
Germany,DE,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, of any material",9619.0,446201794
France,FR,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",7225.0,446163629
Italy,IT,"Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter; parts thereof",8479.0,443616767
France,FR,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods, preserving jars, stoppers, lids and other closures, of glass (excl. glass envelopes and containers, with vacuum insulation, perfume atomizers, flasks, bottles etc.",7010.0,443440448
Netherlands,NL,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",703.0,441906179
Italy,IT,"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous beverages (excl. compound alcoholic preparations of a kind used for the manufacture of beverages)",2208.0,441188151
Poland,PL,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps; parts thereof (excl. air conditioning machines of heading 8415)",8418.0,440801961
Italy,IT,"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or suntan preparations (excl. medicaments); manicure or pedicure preparations",3304.0,440651939
Spain,ES,"Turbojets, turbopropellers and other gas turbines",8411.0,440179034
Germany,DE,"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",2915.0,439253442
Finland,FI,"Plywood, veneered panel and similar laminated wood (excl. sheets of compressed wood, cellular wood panels, parquet panels or sheets, inlaid wood and sheets identifiable as furniture components)",4412.0,438550657
Netherlands,NL,"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s.",8431.0,437373365
Hungary,HU,"New pneumatic tyres, of rubber",4011.0,436824461
Germany,DE,"Hydrogen, rare gases and other non-metals",2804.0,436203879
Italy,IT,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ""cold-reduced"", clad, plated or coated",7210.0,436137098
Irish Republic,IE,"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous beverages (excl. compound alcoholic preparations of a kind used for the manufacture of beverages)",2208.0,435434026
Belgium,BE,"Other sugars, incl. chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel",1702.0,434758971
Italy,IT,"Safety glass, toughened ""tempered"", laminated safety glass (excl. multiple-walled insulating units of glass, glasses for spectacles and clock or watch glasses)",7007.0,432414159
Germany,DE,"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, and weighing net <= 1 kg",3506.0,431397120
Germany,DE,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for fa‡ades, indoor walls, floors, ceilings or the like",3214.0,430991355
Germany,DE,"Undenatured ethyl alcohol of an alcoholic strength of < 80%; spirits, liqueurs and other spirituous beverages (excl. compound alcoholic preparations of a kind used for the manufacture of beverages)",2208.0,429566817
Germany,DE,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excl. wadded waistcoats)",6110.0,428615959
Germany,DE,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",3904.0,428224497
Italy,IT,Chocolate and other food preparations containing cocoa,1806.0,427542524
Spain,ES,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets of a kind suitable for pharmaceutical use, sealing wafers, rice paper and similar products",1905.0,426528771
Italy,IT,"Platinum, incl. palladium, rhodium, iridium, osmium and ruthenium, unwrought or in semi-manufactured forms, or in powder form",7110.0,426460507
Slovakia,SK,"Central heating boilers, non-electric; parts thereof (excl. vapour generating boilers and superheated water boilers of heading 8402)",8403.0,423612350
France,FR,"Electric filament or discharge lamps, incl. sealed beam lamp units and ultraviolet or infra-red lamps; arc lamps; parts thereof",8539.0,422135761
Belgium,BE,Preparations of a kind used in animal feeding,2309.0,421788711
France,FR,"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls, fresh, chilled or frozen",207.0,420622798
Germany,DE,"Chemical preparations for photographic uses (excl. varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, in measured doses or put up for retail sale ready for use (excl. salts, precious-metal compounds and products of heading 2843 to 2846)",3707.0,420526408
France,FR,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excl. wadded waistcoats)",6110.0,419465654
Portugal,PT,"Wine of fresh grapes, incl. fortified wines; grape must, partly fermented and of an actual alcoholic strength of > 0,5% vol or grape must with added alcohol of an actual alcoholic strength of > 0,5% vol",2204.0,418822427
Italy,IT,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",3907.0,418255127
Netherlands,NL,"Fresh strawberries, raspberries, blackberries, back, white or red currants, gooseberries and other edible fruits (excl. nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, papaws ""papayas"", citrus fruit, grapes, melons, apples, pears, quinces, apricots, cherries, peaches, plum",810.0,417729070
Belgium,BE,"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other closures, of plastics",3923.0,417634037
Germany,DE,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size ""scale"" recreational models, working or not; puzzles of all kinds",9503.0,417545152
France,FR,"Furniture and parts thereof, n.e.s. (excl. seats and medical, surgical, dental or veterinary furniture)",9403.0,417156752
Italy,IT,"New pneumatic tyres, of rubber",4011.0,417124910
Netherlands,NL,"Cucumbers and gherkins, fresh or chilled",707.0,415951687
Germany,DE,"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium; solutions of products of headings 3901 to 3913 in volatile organic solvents, containing > 50% solvent by weight (excl. solutions of collod",3208.0,414402312
Italy,IT,"Air conditioning machines comprising a motor-driven fan and elements for changing the temperature and humidity, incl. those machines in which the humidity cannot be separately regulated; parts thereof",8415.0,413675336
Netherlands,NL,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",7225.0,412087908
France,FR,Wheat and meslin,1001.0,410825560
Belgium,BE,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, and certified reference materials (excl. compound diagnostic reagents designed to be administered to the patient, blood-grouping reagents, animal blood prepared for therapeutic, prophyl",3822.0,410628912
Germany,DE,"Angles, shapes and sections of iron or non-alloy steel, n.e.s.",7216.0,410572955
Netherlands,NL,Beer made from malt,2203.0,410418246
Netherlands,NL,,,410061816
Irish Republic,IE,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic beverages, n.e.s. (excl. beer, wine or fresh grapes, grape must, vermouth and other wine of fresh grapes flavoured with plants or aromatic substances)",2206.0,410060454
Czech Republic,CZ,Parts suitable for use solely or principally with internal combustion piston engine of heading 8407 or 8408,8409.0,410056222
Finland,FI,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ""cold-reduced""",7219.0,409907319
Netherlands,NL,"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking electrical quantities (excl. meters of heading 9028); instruments and apparatus for measuring or detecting alpha, beta, gamma, X-ray, cosmic or other ionising radiations",9030.0,409329560
Belgium,BE,"Air conditioning machines comprising a motor-driven fan and elements for changing the temperature and humidity, incl. those machines in which the humidity cannot be separately regulated; parts thereof",8415.0,409010207
Netherlands,NL,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufacture of beverages",3302.0,408555765
Belgium,BE,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width <= 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, serviettes, bedsheets and similar household, sanitary or hospital",4818.0,408470066
Belgium,BE,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth regulators, disinfectants and similar products, put up for retail sale or as preparations or articles, e.g. sulphur-treated bands, wicks and candles, and fly-papers",3808.0,408106682
Belgium,BE,"Parts suitable for use solely or principally with the machinery of heading 8425 to 8430, n.e.s.",8431.0,407865894
Italy,IT,"Lifting, handling, loading or unloading machinery, e.g. lifts, escalators, conveyors, teleferics (excl. pulley tackle and hoists, winches and capstans, jacks, cranes of all kinds, mobile lifting frames and straddle carriers, works trucks fitted with a crane, fork-lift trucks and other works trucks fitted",8428.0,406203422
Spain,ES,"Grapes, fresh or dried",806.0,406066269
Portugal,PT,"Insulated ""incl. enamelled or anodised"" wire, cable ""incl. coaxial cable"" and other insulated electric conductors, whether or not fitted with connectors; optical fibre cables, made up of individually sheathed fibres, whether or not assembled with electric conductors or fitted with connectors",8544.0,405943948
Belgium,BE,"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce; parts thereof (other than machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables of heading 8437)",8433.0,405129425
Belgium,BE,"Microphones and stands therefor (excl. cordless microphones with built-in transmitter); loudspeakers, whether or not mounted in their enclosures; headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers (excl. telephone sets, he",8518.0,404722986
Belgium,BE,"Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits, e.g., switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and junction boxes, for a voltage <= 1.000 V (excl. control desks, cabinets, panels etc. of heading",8536.0,404623520
Belgium,BE,Parts suitable for use solely or principally with internal combustion piston engine of heading 8407 or 8408,8409.0,404216200
Netherlands,NL,"Jerseys, pullovers, cardigans, waistcoats and similar articles, knitted or crocheted (excl. wadded waistcoats)",6110.0,403179932
Germany,DE,"Aluminium foil, ""whether or not printed or backed with paper, paperboard, plastics or similar backing materials"", of a thickness ""excl. any backing"" of <= 0,2 mm (excl. stamping foils of heading 3212, christmas tree decorating material)",7607.0,402119612
France,FR,"Toilet paper and similar paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary purposes, in rolls of a width <= 36 cm, or cut to size or shape; handkerchiefs, cleansing tissues, towels, tablecloths, serviettes, bedsheets and similar household, sanitary or hospital",4818.0,400690382
